iter	Logloss
418	0.03013984514
419	0.03004792933
420	0.02996200747
421	0.02989068307
422	0.02984415756
423	0.02978985015
424	0.02972701618
425	0.0296376919
426	0.02956373036
427	0.02950433509
428	0.0294549212
429	0.02935441964
430	0.02930526981
431	0.02924681902
432	0.02913861679
433	0.02907480506
434	0.02895994901
435	0.02883321853
436	0.02876389411
437	0.02860683855
438	0.0284864924
439	0.02841942802
440	0.02836630962
441	0.02831298335
442	0.0282199968
443	0.02817194815
444	0.02809737758
445	0.02804017697
446	0.02799959164
447	0.02793577363
448	0.02787413964
449	0.02778948086
450	0.02767814701
451	0.02763364552
452	0.02756253601
453	0.02745828353
454	0.02740007412
455	0.02731749464
456	0.02725970149
457	0.02721685316
458	0.02714147936
459	0.02711804455
460	0.02704203806
461	0.02698086706
462	0.0269621856
463	0.02692036124
464	0.02687149523
465	0.02683517303
466	0.02679001886
467	0.02668303746
468	0.02663994292
469	0.02656618687
470	0.02651752226
471	0.02641625317
472	0.02636873797
473	0.02629896988
474	0.02625140422
475	0.02614687169
476	0.02606808543
477	0.02601694672
478	0.02597513921
479	0.0259334451
480	0.02588897959
481	0.02581522607
482	0.02574470814
483	0.02564539423
484	0.02556664742
485	0.02546462034
486	0.02537697189
487	0.02535056047
488	0.02530993624
489	0.02523883235
490	0.0251676762
491	0.02512461919
492	0.02505731964
493	0.02502195064
494	0.02497207489
495	0.02493628547
496	0.02485422842
497	0.02475436955
498	0.02467701144
499	0.02463690227
500	0.02458338284
501	0.02456231822
502	0.02451385376
503	0.02449431451
504	0.02444643729
505	0.02437268283
506	0.0243255357
507	0.02424898141
508	0.02420943341
509	0.02416892264
510	0.02412210833
511	0.02408230982
512	0.02402390154
513	0.02397880741
514	0.02394566116
515	0.02390348497
516	0.02382478844
517	0.02375665969
518	0.02373452487
519	0.02370657225
520	0.02368205598
521	0.02362647129
522	0.02357639184
523	0.02353671136
524	0.02350919711
525	0.02344978872
526	0.02340735283
527	0.02336299406
528	0.02332913969
529	0.02328783326
530	0.02326509644
531	0.0232350486
532	0.02318533829
533	0.02314508083
534	0.02310365777
535	0.02307026942
536	0.02302353576
537	0.02299017177
538	0.02295105413
539	0.02289593016
540	0.02283851444
541	0.02281265102
542	0.02277421164
543	0.02275962877
544	0.02269706996
545	0.02266208072
546	0.02263699158
547	0.02258808679
548	0.02257192546
549	0.02251894489
550	0.02244834909
551	0.02238024672
552	0.02233055669
553	0.02228726936
554	0.02226695693
555	0.02223635539
556	0.02221165552
557	0.02219789927
558	0.02215559194
559	0.02212763344
560	0.02206530973
561	0.02203225107
562	0.02197851779
563	0.02196547677
564	0.02194537496
565	0.0219184282
566	0.02186925119
567	0.02185344933
568	0.02180902355
569	0.02174618695
570	0.02171339906
571	0.02168216393
572	0.02163569156
573	0.02159892795
574	0.02156885618
575	0.02153717294
576	0.02144876647
577	0.02140552289
578	0.02134943993
579	0.02132810985
580	0.02129409111
581	0.02124176776
582	0.02121845409
583	0.02118423004
584	0.02114944422
585	0.02111416286
586	0.02109835623
587	0.02108075132
588	0.02104928408
589	0.02100265087
590	0.02094405268
591	0.02092354375
592	0.02088340137
593	0.0208505815
594	0.02081695931
595	0.02077765337
596	0.02074079348
597	0.02069052922
598	0.02064001821
599	0.02057802152
600	0.02055939093
601	0.02051484487
602	0.02047381962
603	0.02039596616
604	0.0203453798
605	0.02031570556
606	0.02027771625
607	0.02019444627
608	0.02017820587
609	0.0201439602
610	0.02011043925
611	0.02004248928
612	0.02001266271
613	0.01995545861
614	0.01994977379
615	0.01991325956
616	0.01987827819
617	0.01985586714
618	0.01982757492
619	0.01978283933
620	0.01974668782
621	0.01970882954
622	0.01967298267
623	0.01963907088
624	0.01962000993
625	0.01957453921
626	0.01955007832
627	0.01953015337
628	0.01946682071
629	0.01942480388
630	0.01939693239
631	0.0193750829
632	0.01933487103
633	0.01927220629
634	0.01922846387
635	0.01919918738
636	0.01917541365
637	0.01912331839
638	0.01908567794
639	0.01906000403
640	0.01901851669
641	0.01897628356
642	0.01891017742
643	0.01887859126
644	0.01885484373
645	0.01881236715
646	0.01879371136
647	0.01877011531
648	0.01874570862
649	0.01871906186
650	0.01868656218
651	0.0186535993
652	0.01859822774
653	0.01856733122
654	0.01853217833
655	0.01849868529
656	0.01848405854
657	0.01845708751
658	0.01842631166
659	0.01839280327
660	0.01835409637
661	0.0183079051
662	0.01828564681
663	0.01826301685
664	0.01825428128
665	0.01822780835
666	0.01815713632
667	0.01810265147
668	0.01807601865
669	0.01803634514
670	0.01798248616
671	0.0179582544
672	0.01792789409
673	0.01788199481
674	0.01784764083
675	0.01781665153
676	0.01778133517
677	0.01775296746
678	0.01771214777
679	0.01768609033
680	0.01764895697
681	0.01761871231
682	0.01758787102
683	0.01755556893
684	0.0174861091
685	0.01744481834
686	0.01741709562
687	0.0173869473
688	0.01736837253
689	0.01735782733
690	0.01732906696
691	0.01731174402
692	0.01728081719
693	0.01724323928
694	0.01720825458
695	0.01717098937
696	0.01713607284
697	0.01711645116
698	0.01707640416
699	0.01705762641
700	0.01703631432
701	0.01697531514
702	0.01693781567
703	0.01691753184
704	0.01689464566
705	0.01686979412
706	0.01686567697
707	0.01682661675
708	0.0168077292
709	0.01679653575
710	0.01677123978
711	0.01671812221
712	0.01669201491
713	0.01667612256
714	0.0166676623
715	0.01663289747
716	0.01661037104
717	0.01655619782
718	0.01653422229
719	0.01650014983
720	0.01646952383
721	0.01645623051
722	0.01642776183
723	0.01641320242
724	0.01639451233
725	0.01637555384
726	0.01634534967
727	0.01630011712
728	0.01627779859
729	0.01625075491
730	0.01621279899
731	0.01617954422
732	0.01615439735
733	0.0161312305
734	0.01610902325
735	0.01607666995
736	0.0160454047
737	0.01602071569
738	0.01598729955
739	0.01596339076
740	0.01595711052
741	0.01593006024
742	0.01588573727
743	0.01586542381
744	0.01582398708
745	0.01579007904
746	0.01576940363
747	0.01573887942
748	0.01568297857
749	0.01566013768
750	0.01564608814
751	0.01562559121
752	0.01560859242
753	0.01557713989
754	0.01555470748
755	0.01553772752
756	0.01551504875
757	0.01546562803
758	0.01543663264
759	0.01541443099
760	0.0153817842
761	0.01534160555
762	0.01531935726
763	0.01530076771
764	0.01529841868
765	0.01528306757
766	0.01526202312
767	0.01522445775
768	0.01520699102
769	0.01518898005
770	0.0151797923
771	0.01515740921
772	0.01511811412
773	0.01509683547
774	0.01504484973
775	0.01503398788
776	0.01502064608
777	0.01500409024
778	0.01495405775
779	0.01494086494
780	0.0148974361
781	0.01487893193
782	0.01485783169
783	0.01483542695
784	0.01480787872
785	0.01478379154
786	0.01476320703
787	0.01473957139
788	0.01471522585
789	0.0147017649
790	0.01468007104
791	0.01466853915
792	0.01465196173
793	0.01462918819
794	0.01460474137
795	0.01460146444
796	0.01458256201
797	0.01455550694
798	0.0145110276
799	0.01449140473
800	0.01446896668
801	0.01446280671
802	0.01445083297
803	0.01443707233
804	0.0144296354
805	0.01440795187
806	0.01438732313
807	0.01437143962
808	0.01435186234
809	0.01431529847
810	0.01430480505
811	0.01428320121
812	0.01427028734
813	0.01425428964
814	0.01423305957
815	0.01421014943
816	0.01418609781
817	0.01415549344
818	0.01414159295
819	0.01411846225
820	0.01410849459
821	0.01409213727
822	0.01406231521
823	0.01404732509
824	0.01403858056
825	0.01401987394
826	0.01399879473
827	0.01398697728
828	0.01397360511
829	0.01395687818
830	0.01393205401
831	0.01391764575
832	0.01386408005
833	0.01384523421
834	0.0138309735
835	0.01381638553
836	0.01381266046
837	0.0138015131
838	0.01378747067
839	0.01376237458
840	0.01374259473
841	0.01372100931
842	0.01370650597
843	0.01368062455
844	0.01366523541
845	0.01365383833
846	0.01364887057
847	0.01362063653
848	0.01361001445
849	0.01358323594
850	0.01356640762
851	0.01354497206
852	0.01351434342
853	0.01348523271
854	0.01346428745
855	0.0134447719
856	0.01341837553
857	0.01340301786
858	0.01338976495
859	0.01334286305
860	0.01331672294
861	0.01329743674
862	0.01326689086
863	0.01325407467
864	0.01324059264
865	0.013230414
866	0.01319642753
867	0.01318051693
868	0.01315819807
869	0.01313479777
870	0.01310975108
871	0.01309172567
872	0.01306288515
873	0.01305718769
874	0.01304774658
875	0.01303365662
876	0.01300975715
877	0.01298021057
878	0.012945587
879	0.01293303999
880	0.01293250981
881	0.01293243736
882	0.01291506665
883	0.01289613517
884	0.01287466419
885	0.01285789105
886	0.01283428004
887	0.01281783209
888	0.01281782502
889	0.01280895946
890	0.01279473473
891	0.01277918467
892	0.01275580362
893	0.01271382563
894	0.01269349927
895	0.01267167404
896	0.01266560924
897	0.01265837361
898	0.01264131145
899	0.01263135329
900	0.01262099002
901	0.01261010161
902	0.01260567223
903	0.01258386837
904	0.01255627813
905	0.01254604706
906	0.01251906142
907	0.01250406847
908	0.01247246884
909	0.01245530521
910	0.01243924575
911	0.01241404688
912	0.01239772765
913	0.01237787453
914	0.01236662893
915	0.01233674923
916	0.01231382162
917	0.01229586106
918	0.01226822192
919	0.01225389751
920	0.01223833552
921	0.01220701486
922	0.01219798219
923	0.01216834494
924	0.01215784737
925	0.01213946489
926	0.01212952279
927	0.01211281625
928	0.01210295244
929	0.01208663606
930	0.01207125118
931	0.01206003585
932	0.0120302508
933	0.01200472616
934	0.01198615076
935	0.01198061396
936	0.01197516948
937	0.01195819764
938	0.01194508638
939	0.01193105986
940	0.01191222356
941	0.01188167964
942	0.01186758678
943	0.01183862147
944	0.01181224203
945	0.01180269923
946	0.01179234634
947	0.0117708896
948	0.01173975013
949	0.0117234451
950	0.01170927216
951	0.01166883648
952	0.01164964173
953	0.01163058765
954	0.01160294117
955	0.01157927035
956	0.01157181643
957	0.01155993967
958	0.01152431215
959	0.01149724701
960	0.01147201712
961	0.01146022172
962	0.0114283681
963	0.0114064388
964	0.01137874704
965	0.01136294427
966	0.01133703281
967	0.01130047238
968	0.01128303805
969	0.01127292463
970	0.01124806618
971	0.01123152861
972	0.01123152861
973	0.01121952953
974	0.01119593708
975	0.01119593708
976	0.0111776445
977	0.01115025686
978	0.01113768407
979	0.01112925561
980	0.01111251948
981	0.01109668355
982	0.01108895405
983	0.01108087445
984	0.01104563706
985	0.01103651832
986	0.01102952452
987	0.01101865179
988	0.0110123179
989	0.0109857283
990	0.01096717822
991	0.01094946573
992	0.01091191853
993	0.01090563622
994	0.01089311868
995	0.0108843248
996	0.01087023348
997	0.01085531396
998	0.01084818346
999	0.01083223455
